package_id,review_id,cid,url,title,text,label,sentiment
06,hwz_1_0,150728506,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,tell your friend dont cannon fairy you .. ice universe already saw the phone .. its going to curve again ..  but less curve.,unrelated,neutral
06,hwz_1_1,150729299,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,Is it worth upgrading from S23ultra?,real,negative
06,hwz_1_2,150729361,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,When coming out?,unrelated,neutral
06,hwz_1_3,150748343,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,"[Twitter Post] https://twitter.com/i/web/status/1741455373356110251""]",unrelated,neutral
06,hwz_1_4,150748364,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,"screen is flat but the glass is curved slightly, something similar to Xiaomi 14 perhaps",real,neutral
06,hwz_1_5,150748652,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,"Faithful samsung user here since note 2 (iirc).  Kept following news on new releases but my 5 year+ Note 9 keeps serving me well,  just change new cases and screen protector macham new phone sia...battery also haven't change, with light use can last whole day.   Looks like going to pass again for this S24 ultra...Lol....",real,positive
06,hwz_1_6,150749933,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,Your note 9 never tio green screen problem.,real,negative
06,hwz_1_7,150750329,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,"although it can use yes, but just take note that older phones will not get new security update patches. It may sound okay to people, but with the rise is so many security breaches and exploit, there will be hackers trying to get into old devices and try to hack. If you are okay with no security update than thats fine since Note9 isn't that far behind. 



But sooner or later, as new apps get developed, they will not support older OS anymore and your apps may not work in years to come. Newer phones from Samsung now has 5-years guaranteed security updates and 4 years OS upgrades. Pixel now has 7. Last time samsung phones at most 2 years",fake(misinformation),negative
06,hwz_1_8,150750434,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,"[Twitter Post] https://twitter.com/i/web/status/1742047021060719075""]",unrelated,neutral
06,hwz_1_9,150751526,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,Means still cannot use normal tempered glass?,real,negative
06,hwz_1_10,150751553,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,no.,unrelated,neutral
06,hwz_1_11,150751579,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,Then no PT changing. The curved screen is what irritates me most,real,negative
06,hwz_1_12,150754022,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,Yup then its time to change.  Android 10 still supported.,real,positive
06,hwz_1_13,150754065,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,"Somehow never leh...only thing that 'failed' is some screen burn which I can live with as I am on dark mode, and the finger print sensor coating is gone but still works.  



Small disadvantages like weaker battery (not issue because job is desk bound), face/iris scanner not as secure so need pin), are not enough to make me pay so much to upgrade to next flagship.",real,positive
06,hwz_1_14,150754130,https://forums.hardwarezone.com.sg/threads/samsung-galaxy-s24-series.6894664/,Samsung Galaxy S24 series,"$88 discount code for S24 series



https://shopee.sg/m/samsung-unpacked",real,positive
